"Marker","pAUC","pAUC_low","pAUC_hi","Biomarker"
"NTF4",0.0103174603174603,0.000991071428571434,0.026984126984127,"No"
"NTproBNP",0.00257936507936508,0,0.0178571428571429,"No"
"NTRK2",0.00119047619047619,0,0.0170634920634921,"No"
"NTRK3",0.00297619047619047,0,0.0216269841269841,"No"
"NUB1",0.00694444444444444,0,0.0259930555555554,"No"
"NUCB2",0.00873015873015872,0.000793650793650791,0.0244047619047619,"No"
"NUDC",0.00734126984126984,0,0.029564484126984,"No"
"NUDT2",0.00892857142857143,0.000595238095238093,0.023015873015873,"No"
"NUDT5",0.0136904761904762,0.00198412698412698,0.0345248015873014,"No"
"NXPH1",0.000595238095238095,0,0.015080357142857,"No"
"OBP2B",0.0125,0.000992063492063489,0.031547619047619,"No"
"ODAM",0.00595238095238095,0,0.0222222222222222,"No"
"OGFR",0.00853174603174603,0.000595238095238095,0.0218253968253968,"No"
"OGN",0.00773809523809523,0.000595238095238093,0.0214285714285714,"No"
"OLR1",0.0180555555555555,0.00198412698412698,0.0380952380952381,"No"
"OMD",0.00694444444444445,0,0.0259920634920635,"No"
"OMG",0.0172619047619048,0.0041656746031746,0.0351190476190476,"No"
"OPTC",0.0138888888888889,0.00257936507936508,0.0311517857142855,"No"
"OSCAR",0.0321428571428571,0.0154761904761905,0.0509920634920635,"Yes"
"OSM",0.0123015873015873,0.000992063492063489,0.0283740079365078,"No"
"OSMR",0.0142857142857143,0.00277777777777778,0.0345238095238095,"No"
"OXT",0.00813492063492063,0,0.0267867063492062,"No"
"P4HB",0.00932539682539683,0,0.0369057539682538,"No"
"PADI2",0.00198412698412698,0,0.0130952380952381,"No"
"PADI4",0.0130952380952381,0,0.0371051587301584,"No"
"PAEP",0.0101190476190476,0.00138888888888889,0.025,"No"
"PAG1",0.0166666666666667,0.000595238095238093,0.0507936507936508,"No"
"PAK4",0.0132936507936508,0.000197420634920644,0.0412698412698413,"No"
"PAM",0.00575396825396825,0,0.0196428571428571,"No"
"PAMR1",0.0107142857142857,0,0.0301587301587301,"No"
"PAPPA",0.00734126984126984,0,0.0196428571428571,"No"
"PARK7",0.00892857142857142,0.000395833333333341,0.0248015873015873,"No"
"PARP1",0.00912698412698413,0,0.033531746031746,"No"
"PBLD",0.00793650793650794,0.000198412698412698,0.0244047619047619,"No"
"PCDH1",0.00376984126984127,0,0.0186507936507936,"No"
"PCDH17",0.00992063492063492,0.000198412698412698,0.0382946428571427,"No"
"PCOLCE",0.00297619047619048,0,0.0196428571428571,"No"
"PCSK9",0.00535714285714286,0,0.0226200396825395,"No"
"PDCD1",0.0192460317460317,0.00416666666666666,0.0410714285714286,"No"
"PDCD1LG2",0.0200396825396825,0.00714285714285714,0.0357142857142857,"Yes"
"PDCD5",0.0170634920634921,0.00436507936507936,0.0378978174603173,"No"
"PDCD6",0.00634920634920634,0,0.0206349206349206,"No"
"PDGFA",0.000595238095238095,0,0.0130952380952381,"No"
"PDGFB",0.000992063492063492,0,0.0119047619047619,"No"
"PDGFC",0.00773809523809524,0,0.0210327380952379,"No"
"PDGFRA",0.00714285714285714,0,0.0186507936507936,"No"
"PDGFRB",0.00436507936507936,0,0.0230168650793649,"No"
"PDLIM7",0.0174603174603175,0.00535714285714286,0.034127976190476,"Yes"
"PDP1",0.00595238095238095,0,0.0182539682539682,"No"
"PEAR1",0.00357142857142857,0,0.0206349206349206,"No"
"PEBP1",0.0130952380952381,0.00158730158730158,0.0339285714285714,"No"
"PECAM1",0.00178571428571429,0,0.0123015873015873,"No"
"PFDN2",0.0101190476190476,0.00158730158730158,0.0277777777777778,"No"
"PFKFB2",0.0138888888888889,0,0.0388888888888889,"No"
"PGF",0.00853174603174603,0,0.0293660714285713,"No"
"PGLYRP1",0.0166666666666667,0.00178571428571429,0.0406746031746032,"No"
"PHOSPHO1",0.00416666666666666,0,0.0200396825396825,"No"
"PI3",0.00357142857142857,0,0.0204365079365079,"No"
"PIGR",0.0121031746031746,0.00198412698412698,0.0285714285714286,"No"
"PIK3AP1",0.0172619047619047,0.00138888888888888,0.0438492063492063,"No"
"PIK3IP1",0.00416666666666667,0,0.0182549603174602,"No"
"PILRA",0.0111111111111111,0.000198412698412698,0.0357152777777776,"No"
"PILRB",0.0128968253968254,0.00218253968253968,0.0293650793650794,"No"
"PKLR",0.00396825396825397,0,0.0202390873015871,"No"
"PLA2G10",0.0107142857142857,0.00119047619047619,0.0273809523809524,"No"
"PLA2G15",0.0148809523809524,0.000595238095238093,0.0382936507936508,"No"
"PLA2G1B",0.00257936507936508,0,0.0190486111111109,"No"
"PLA2G2A",0.0121031746031746,0.00238095238095238,0.025,"No"
"PLA2G4A",0.00793650793650793,0,0.0257936507936508,"No"
"PLA2G7",0.0109126984126984,0.000595238095238093,0.026984126984127,"No"
"PLAT",0.00972222222222222,0,0.0321428571428571,"No"
"PLAU",0.014484126984127,0.00357142857142857,0.0277787698412697,"No"
"PLAUR",0.0232142857142857,0.00317361111111111,0.0458343253968252,"No"
"PLIN1",0.00634920634920634,0,0.0248015873015873,"No"
"PLIN3",0.0202380952380952,0.00714285714285714,0.039484126984127,"Yes"
"PLPBP",0.0126984126984127,0.00178571428571429,0.0327390873015871,"No"
"PLTP",0.0101190476190476,0.000595238095238093,0.032143849206349,"No"
"PLXDC1",0.00952380952380952,0.000198412698412698,0.034127976190476,"No"
"PLXNA4",0.00376984126984127,0,0.0212301587301587,"No"
"PLXNB2",0.00595238095238095,0,0.0238095238095238,"No"
"PLXNB3",0.00912698412698412,0.000595238095238095,0.0236111111111111,"No"
"PM20D1",0.00674603174603175,0,0.0236111111111111,"No"
"PMVK",0.00654761904761904,0,0.0307549603174601,"No"
"PNLIPRP2",0.00555555555555555,0,0.0188492063492063,"No"
"PNPT1",0.00238095238095238,0,0.0117063492063492,"No"
"PODXL",0.0206349206349206,0.00714285714285714,0.0404771825396824,"Yes"
"PODXL2",0.00694444444444445,0,0.0216269841269841,"No"
"POLR2F",0.016468253968254,0.00178571428571429,0.0410714285714286,"No"
"PON2",0.00297619047619048,0,0.0194444444444444,"No"
"PON3",0.00595238095238095,0,0.0283730158730159,"No"
"PPCDC",0.00416666666666667,0,0.0192963789682538,"No"
"PPIB",0.00178571428571429,0,0.0188492063492063,"No"
"PPM1A",0.0101190476190476,0.00119047619047619,0.0242320188492062,"No"
"PPME1",0.00277777777777777,0,0.0208343253968252,"No"
"PPP1R12A",0.0166666666666667,0.00178571428571429,0.0434523809523809,"No"
"PPP1R2",0.019047619047619,0.00178571428571429,0.0468253968253968,"No"
"PPP1R9B",0.0140873015873016,0,0.0476190476190476,"No"
"PPP3R1",0.00654761904761905,0,0.0220238095238095,"No"
"PPY",0.00734126984126984,0,0.0218263888888887,"No"
"PQBP1",0.0126984126984127,0.00178571428571429,0.0400793650793651,"No"
"PRCP",0.00555555555555555,0,0.0172628968253967,"No"
"PRDX1",0.0146825396825397,0.00376884920634921,0.0327380952380952,"No"
"PRDX3",0.0113095238095238,0.00178571428571429,0.0281755952380951,"No"
"PRDX5",0.0277777777777778,0.00277678571428572,0.0575396825396825,"No"
"PRDX6",0.000595238095238093,0,0.00992063492063491,"No"
"PREB",0.00793650793650793,0,0.025,"No"
"PRELP",0.00277777777777778,0,0.019047619047619,"No"
"PRKAB1",0.0103174603174603,0.000595238095238093,0.0303571428571428,"No"
"PRKAR1A",0.00654761904761905,0,0.0351200396825395,"No"
"PRKCQ",0.0214285714285714,0.00714285714285714,0.0412698412698412,"Yes"
"PRKRA",0.0212301587301587,0.00158730158730158,0.0482172619047614,"No"
"PRL",0.00476190476190476,0,0.0180555555555555,"No"
"PROC",0.0113095238095238,0.000595238095238093,0.0329365079365079,"No"
"PROK1",0.00634920634920635,0,0.0196428571428571,"No"
"PRSS2",0.0103174603174603,0.000595238095238093,0.0392857142857143,"No"
"PRSS27",0.00496031746031746,0,0.0186507936507936,"No"
"PRSS8",0.0115079365079365,0.00118948412698413,0.028968253968254,"No"
"PRTFDC1",0.00714285714285714,0,0.0242063492063492,"No"
"PRTG",0.00714285714285714,0,0.0206359126984125,"No"
"PRTN3",0.0128968253968254,0.000793650793650791,0.0365079365079365,"No"
"PSG1",0.00615079365079365,0,0.0232142857142857,"No"
"PSIP1",0.00674603174603175,0,0.0238095238095238,"No"
"PSMA1",0.0285714285714286,0.00297619047619047,0.055159722222222,"No"
"PSMD9",0.00734126984126984,0,0.0299613095238094,"No"
"PSME1",0.0113095238095238,0.000992063492063492,0.032143849206349,"No"
"PSME2",0.00972222222222222,0.000396825396825395,0.0253968253968254,"No"
"PSMG3",0.00793650793650794,0,0.0259920634920635,"No"
"PSPN",0.00992063492063492,0.00138888888888889,0.023015873015873,"No"
"PSRC1",0.00277777777777778,0,0.0107142857142857,"No"
"PTEN",0.00714285714285714,0,0.0244047619047619,"No"
"PTGDS",0.010515873015873,0.000992063492063492,0.0305565476190475,"No"
"PTH1R",0.00575396825396826,0,0.0234126984126984,"No"
"PTK7",0.0283730158730159,0.0103164682539683,0.0496031746031746,"Yes"
"PTN",0.00873015873015873,0,0.0251984126984127,"No"
"PTPN1",0.0188492063492063,0.00277777777777777,0.042063492063492,"No"
"PTPN6",0.0196428571428571,0.000992063492063489,0.0458343253968252,"No"
"PTPRF",0.00912698412698413,0.000198412698412698,0.0299603174603174,"No"
"PTPRM",0.00238095238095238,0,0.0226190476190476,"No"
"PTPRN2",0.00535714285714286,0,0.0212301587301587,"No"
"PTPRS",0.00714285714285714,0,0.0248015873015873,"No"
"PTS",0.00753968253968254,0,0.0240089285714284,"No"
"PTX3",0.0111111111111111,0.000991071428571434,0.0347232142857141,"No"
"PVALB",0.00515873015873015,0,0.0224206349206349,"No"
"PVR",0.0136904761904762,0.00238095238095238,0.0327380952380952,"No"
"PXN",0.0194444444444444,0.00198412698412698,0.0496031746031746,"No"
"QDPR",0.00575396825396825,0,0.019047619047619,"No"
"QPCT",0.0119047619047619,0.00119047619047619,0.0299603174603174,"No"
"RAB37",0.00178571428571429,0,0.0142857142857143,"No"
"RAB6A",0.00892857142857143,0,0.0351200396825395,"No"
"RAB6B",0.00714285714285714,0,0.0206354166666666,"No"
"RABEPK",0,0,0.00714484126984096,"No"
"RABGAP1L",0.00357142857142857,0,0.0196428571428571,"No"
"RAD23B",0.0121031746031746,0,0.0357172619047614,"No"
"RANGAP1",0.0113095238095238,0.00178571428571429,0.0273829365079362,"No"
"RARRES1",0.016468253968254,0.00178472222222223,0.0359136904761903,"No"
"RARRES2",0.0192460317460317,0.00357142857142857,0.0426597222222221,"No"
"RASA1",0.0117063492063492,0.00178571428571428,0.0283730158730159,"No"
"RASSF2",0.0200396825396825,0.000595238095238093,0.0513888888888889,"No"
"RBKS",0.00793650793650793,0,0.0313492063492063,"No"
"RBP2",0.0107142857142857,0.00178571428571429,0.028968253968254,"No"
"RBP5",0.0128968253968254,0.000595238095238095,0.0406746031746032,"No"
"RCOR1",0.00912698412698412,0.000396825396825395,0.0367229249338624,"No"
"REG1A",0.0142857142857143,0.00178571428571429,0.0327380952380952,"No"
"REG1B",0.0152777777777778,0,0.0375,"No"
"REG3A",0.0182539682539682,0.0057529761904762,0.040080357142857,"Yes"
"REG4",0.00446428571428571,0,0.0253988095238092,"No"
"RELT",0.00535714285714285,0,0.0212301587301587,"No"
"REN",0.00317460317460317,0,0.0178571428571429,"No"
"RET",0.00734126984126984,0.000198412698412698,0.021031746031746,"No"
"RETN",0.0117063492063492,0,0.0376984126984127,"No"
"RGMA",0.00396825396825397,0,0.0246031746031746,"No"
"RGMB",0.00277777777777778,0,0.0154761904761905,"No"
"RGS8",0.016468253968254,0.00297619047619047,0.039484126984127,"No"
"RHOC",0,0,0.00357142857142857,"No"
"RILP",0.00357142857142857,0,0.0188492063492063,"No"
"RNASE3",0.0158730158730159,0.00357142857142857,0.0351190476190476,"No"
"RNASET2",0.0103174603174603,0.000793650793650791,0.0283730158730159,"No"
"RNF41",0.0101190476190476,0,0.0321428571428571,"No"
"ROBO1",0.00833333333333333,0.000198412698412698,0.0234126984126984,"No"
"ROBO2",0.00496031746031746,0,0.0192460317460317,"No"
"ROR1",0.00734126984126984,0,0.0208333333333333,"No"
"RP2",0.00793650793650793,0,0.0236111111111111,"No"
"RRM2",0.00694444444444444,0,0.0333333333333333,"No"
"RRM2B",0.00892857142857142,0,0.0299613095238094,"No"
"RSPO1",0.0130952380952381,0.00178571428571429,0.0355168650793649,"No"
"RSPO3",0.0115079365079365,0.000197420634920644,0.0359126984126984,"No"
"RTBDN",0.0202380952380952,0.00674603174603174,0.0369057539682538,"Yes"
"RTN4R",0.00714285714285715,0,0.0309533730158729,"No"
"RUVBL1",0.0109126984126984,0.00178571428571429,0.0255952380952381,"No"
"RWDD1",0.0107142857142857,0.00138888888888889,0.0273809523809524,"No"
"S100A11",0.030952380952381,0.0039672619047619,0.061112103174603,"No"
"S100A12",0.0162698412698413,0,0.0452380952380952,"No"
"S100A16",0.00912698412698412,0,0.0238095238095238,"No"
"S100A4",0.00833333333333333,0.000198412698412698,0.0253968253968254,"No"
"S100P",0.0206349206349206,0.000198412698412698,0.0488095238095238,"No"
"SAMD9L",0.0121031746031746,0.00178571428571428,0.0412698412698412,"No"
"SCAMP3",0.0184523809523809,0.00238095238095238,0.0450396825396825,"No"
"SCARA5",0.00119047619047619,0,0.0148809523809524,"No"
"SCARB1",0.00634920634920635,0,0.0267857142857143,"No"
"SCARB2",0.0148809523809524,0.00238095238095238,0.0428571428571428,"No"
"SCARF1",0.00952380952380952,0,0.0301587301587302,"No"
"SCARF2",0.00714285714285714,0,0.0234126984126984,"No"
"SCG2",0.00456349206349206,0,0.0214285714285714,"No"
"SCG3",0.00753968253968253,0,0.035515873015873,"No"
"SCGB1A1",0.0121031746031746,0.00178571428571429,0.0347222222222222,"No"
"SCGB3A2",0.00218253968253968,0,0.0107152777777776,"No"
"SCGN",0.00873015873015873,0.000595238095238095,0.0240079365079365,"No"
"SCLY",0.00674603174603175,0,0.0206349206349206,"No"
"SCP2",0.00238095238095238,0,0.0140873015873016,"No"
"SCRN1",0.0142857142857143,0.00277777777777778,0.0301587301587302,"No"
"SDC1",0.0148809523809524,0.00297619047619048,0.0351190476190476,"No"
"SDC4",0.000793650793650791,0,0.0162708333333332,"No"
"SELE",0.0170634920634921,0.0045625,0.0422619047619048,"No"
"SELP",0.00297619047619048,0,0.0242073412698411,"No"
"SELPLG",0.00119047619047619,0,0.0160714285714286,"No"
"SEMA3F",0.00694444444444444,0,0.0277787698412697,"No"
"SEMA4C",0.00694444444444444,0,0.0194444444444444,"No"
"SEMA4D",0.00476190476190476,0,0.02559623015873,"No"
"SEMA7A",0.0113095238095238,0.00158730158730159,0.028968253968254,"No"
"SEPTIN9",0.0208333333333333,0.00714285714285714,0.0398809523809524,"Yes"
"SERPINA11",0.00555555555555555,0,0.0236111111111111,"No"
"SERPINA12",0.00674603174603174,0,0.0238095238095238,"No"
"SERPINA9",0.00535714285714286,0,0.0154761904761905,"No"
"SERPINB1",0.0206349206349206,0.000595238095238093,0.0470238095238095,"No"
"SERPINB5",0.014484126984127,0.00277777777777777,0.0339295634920633,"No"
"SERPINB6",0.0154761904761905,0.00357142857142857,0.0329374999999998,"No"
"SERPINB8",0.0329365079365079,0.00853174603174602,0.0569444444444444,"Yes"
"SERPINB9",0.0178571428571428,0.00218253968253967,0.0388888888888889,"No"
"SERPINE1",0.00575396825396825,0,0.0172619047619048,"No"
"SESTD1",0.00932539682539682,0,0.0303571428571428,"No"
"SETMAR",0.00654761904761904,0,0.0279761904761905,"No"
"SEZ6L",0.00853174603174603,0,0.0323412698412698,"No"
"SEZ6L2",0.0122023809523809,0.00178571428571429,0.028968253968254,"No"
"SF3B4",0.0148809523809524,0.00277777777777778,0.0373015873015873,"No"
"SFRP1",0.00853174603174603,0,0.0283730158730159,"No"
"SFTPA1",0.0109126984126984,0.00178571428571429,0.0277787698412697,"No"
"SFTPA2",0.00992063492063491,0,0.0297619047619047,"No"
"SFTPD",0.0142857142857143,0.00119047619047619,0.0369047619047619,"No"
"SH2B3",0.00773809523809524,0,0.021627976190476,"No"
"SH2D1A",0.0142857142857143,0.00357142857142857,0.0329365079365079,"No"
"SHMT1",0.00654761904761904,0,0.0335327380952379,"No"
"SIAE",0.00654761904761905,0,0.0281746031746032,"No"
"SIGLEC1",0.0148809523809524,0.00357142857142857,0.0309523809523809,"No"
"SIGLEC10",0.0152777777777778,0.00357142857142857,0.0325396825396825,"No"
"SIGLEC15",0.0128968253968254,0.00238095238095238,0.0329365079365079,"No"
"SIGLEC5",0.025,0.010514880952381,0.0422619047619048,"Yes"
"SIGLEC6",0.026984126984127,0.00892757936507936,0.0517857142857143,"Yes"
"SIGLEC7",0.0178571428571429,0.00555555555555555,0.0339285714285714,"Yes"
"SIGLEC9",0.00634920634920634,0,0.0271825396825397,"No"
"SIRPA",0.0148809523809524,0.00416666666666667,0.0287698412698413,"No"
"SIRPB1",0.00972222222222223,0,0.0267857142857143,"No"
"SIRT2",0.0101190476190476,0.000595238095238095,0.0265873015873016,"No"
"SIRT5",0.014484126984127,0,0.0388888888888889,"No"
"SIT1",0.00734126984126984,0.000198412698412698,0.0198412698412698,"No"
"SKAP1",0.00694444444444444,0,0.0196428571428571,"No"
"SKAP2",0.00912698412698412,0.000595238095238093,0.0230168650793649,"No"
"SLAMF1",0.0234126984126984,0.00932539682539682,0.0390873015873016,"Yes"
"SLAMF6",0.00337301587301587,0,0.016468253968254,"No"
"SLAMF7",0.00416666666666667,0,0.0218263888888887,"No"
"SLAMF8",0.00178571428571429,0,0.00773809523809524,"No"
"SLC16A1",0.000396825396825395,0,0.023612103174603,"No"
"SLC27A4",0.0130952380952381,0.00198412698412698,0.0357142857142857,"No"
"SLC39A14",0.00813492063492063,0,0.0261904761904762,"No"
"SLC39A5",0.0160714285714286,0.00416666666666667,0.0343253968253968,"No"
"SLIT2",0.00297619047619047,0,0.0222232142857141,"No"
"SLITRK2",0.00396825396825397,0,0.0226190476190476,"No"
"SLITRK6",0.0056547619047619,0,0.0293650793650793,"No"
"SMAD1",0.0111111111111111,0.00158730158730158,0.0277777777777778,"No"
"SMAD5",0.0132936507936508,0.00178571428571428,0.0402787698412697,"No"
"SMARCA2",0.00595238095238095,0,0.0251984126984127,"No"
"SMOC1",0.00654761904761904,0,0.0248015873015873,"No"
"SMOC2",0.00634920634920635,0,0.0283740079365078,"No"
"SMPD1",0.00396825396825397,0,0.029563492063492,"No"
"SMPDL3A",0.0138888888888889,0.00257936507936508,0.0349216269841268,"No"
"SNAP23",0.00674603174603174,0,0.0257946428571427,"No"
"SNAP29",0.0176587301587302,0.00535714285714286,0.0345248015873014,"Yes"
"SNCG",0.0357142857142857,0.0178571428571429,0.0553571428571428,"Yes"
"SNX9",0.0186507936507936,0.00654761904761905,0.0357142857142857,"Yes"
"SOD1",0.00833333333333333,0,0.0299603174603175,"No"
"SOD2",0.00535714285714286,0,0.0208333333333333,"No"
"SORCS2",0.0107142857142857,0.00178571428571429,0.026984126984127,"No"
"SORD",0.00734126984126984,0,0.0277777777777778,"No"
"SORT1",0.0119047619047619,0,0.0432539682539682,"No"
"SOST",0.00317460317460317,0,0.0117063492063492,"No"
"SPARC",0.000396825396825395,0,0.0113095238095238,"No"
"SPARCL1",0.00277777777777778,0,0.0214285714285714,"No"
"SPINK1",0.00773809523809523,0,0.0253968253968254,"No"
"SPINK4",0.00932539682539682,0.00119047619047619,0.0220238095238095,"No"
"SPINK5",0.00952380952380952,0.00119047619047619,0.0234136904761903,"No"
"SPINK6",0.00813492063492063,0.000595238095238093,0.0226200396825395,"No"
"SPINT1",0.0142857142857143,0.00238095238095238,0.0353184523809522,"No"
"SPINT2",0.00257936507936508,0,0.0261904761904762,"No"
"SPOCK1",0.00456349206349206,0,0.0192460317460317,"No"
"SPON1",0.00734126984126984,0,0.0311507936507936,"No"
"SPON2",0.00773809523809524,0,0.0251984126984127,"No"
"SPP1",0.00238095238095237,0,0.0307539682539682,"No"
"SPRY2",0.00535714285714286,0,0.0267867063492062,"No"
"SRC",0.00952380952380952,0,0.0281755952380951,"No"
"SRP14",0.0234126984126984,0.00178571428571429,0.0488095238095238,"No"
"SRPK2",0.0228174603174603,0.00198313492063492,0.0513898809523808,"No"
"SSB",0.00714285714285714,0,0.0299603174603174,"No"
"SSC4D",0.00992063492063492,0.00119047619047619,0.0238095238095238,"No"
"SSC5D",0.0107142857142857,0.00138888888888889,0.0291666666666667,"No"
"ST3GAL1",0.0111111111111111,0.00178571428571429,0.0293660714285713,"No"
"ST6GAL1",0.00535714285714286,0,0.0184543650793648,"No"
"STAMBP",0.0134920634920635,0.00178571428571429,0.0325406746031744,"No"
"STAT5B",0.0138888888888889,0.00119047619047619,0.0359126984126984,"No"
"STC1",0.00793650793650794,0,0.0232142857142857,"No"
"STC2",0.00634920634920635,0,0.025,"No"
"STIP1",0.00575396825396825,0,0.0246041666666665,"No"
"STK11",0.00595238095238095,0,0.0226190476190476,"No"
"STK24",0.0228174603174603,0.00892857142857143,0.0396825396825397,"Yes"
"STK4",0.0265873015873016,0.00853075396825397,0.052580357142857,"Yes"
"STX16",0.00178571428571429,0,0.0251984126984127,"No"
"STX4",0,0,0.00535714285714286,"No"
"STX6",0.00753968253968253,0,0.02559623015873,"No"
"STX8",0.0160714285714286,0.00138888888888888,0.0408730158730158,"No"
"STXBP3",0.00456349206349206,0,0.0216269841269841,"No"
"SUGT1",0.0182539682539682,0.00535714285714286,0.0351190476190476,"Yes"
"SULT1A1",0.00694444444444444,0,0.0232152777777776,"No"
"SULT2A1",0.00892857142857142,0,0.0295634920634921,"No"
"SUMF2",0.00357142857142857,0,0.0152777777777778,"No"
"SUSD1",0.00198412698412698,0,0.0156746031746032,"No"
"SUSD2",0.00515873015873016,0,0.0261904761904762,"No"
"TACC3",0.0142857142857143,0.00257936507936508,0.0313501984126982,"No"
"TACSTD2",0.00932539682539681,0.000992063492063492,0.0291666666666666,"No"
"TAFA5",0.0134920634920635,0.00297619047619048,0.0287698412698413,"No"
"TANK",0.00714285714285714,0,0.0297619047619047,"No"
"TARBP2",0.00158730158730159,0,0.0123015873015873,"No"
"TBC1D17",0.0117063492063492,0.00178571428571429,0.0287698412698413,"No"
"TBC1D23",0.014484126984127,0.00178571428571429,0.0367063492063492,"No"
"TBC1D5",0.0101190476190476,0.000595238095238093,0.0325396825396825,"No"
"TBCB",0.00892857142857143,0.000595238095238093,0.0248015873015873,"No"
"TBCC",0.0152777777777778,0.00178571428571429,0.0392857142857143,"No"
"TBL1X",0.0130952380952381,0.000992063492063492,0.0357142857142857,"No"
"TCL1A",0.0119047619047619,0.00178571428571429,0.0285714285714286,"No"
"TCL1B",0.00138888888888889,0,0.00892857142857143,"No"
"TCN2",0.00436507936507937,0,0.0202380952380952,"No"
"TDGF1",0.000198412698412698,0,0.00773908730158714,"No"
"TDRKH",0.0170634920634921,0.00178571428571429,0.0392857142857143,"No"
"TEK",0.00654761904761904,0,0.0242063492063492,"No"
"TFF1",0.00535714285714285,0,0.0184523809523809,"No"
"TFF2",0.0119047619047619,0.00178571428571429,0.0297619047619048,"No"
"TFF3",0.0107142857142857,0.00119047619047619,0.025,"No"
"TFPI",0.00694444444444444,0,0.0222222222222222,"No"
"TFPI2",0.00317460317460317,0,0.0238095238095238,"No"
"TFRC",0.0158730158730159,0.00178571428571429,0.0369048859126984,"No"
"TGFA",0.010515873015873,0.000396825396825395,0.0373025793650792,"No"
"TGFB1",0.00138888888888888,0,0.0160714285714286,"No"
"TGFBI",0.00119047619047619,0,0.0170654761904759,"No"
"TGFBR2",0.00972222222222222,0.000991071428571434,0.0271835317460316,"No"
"TGFBR3",0.00357142857142857,0,0.0198412698412698,"No"
"TGM2",0.0130952380952381,0.00257936507936508,0.0291666666666667,"No"
"THBD",0.00972222222222222,0.000793650793650791,0.026984126984127,"No"
"THBS2",0.00257936507936507,0,0.0196428571428571,"No"
"THBS4",0.00892857142857143,0.000198412698412698,0.0291666666666667,"No"
"THOP1",0.0109126984126984,0.00119047619047619,0.026984126984127,"No"
"THPO",0.00753968253968254,0,0.0386914682539681,"No"
"THY1",0.0178571428571429,0.0057529761904762,0.0337311507936506,"Yes"
"TIA1",0.016468253968254,0,0.0392857142857143,"No"
"TIE1",0.0138888888888889,0.000992063492063489,0.0325396825396825,"No"
"TIGAR",0.0154761904761905,0.00238095238095238,0.0363095238095238,"No"
"TIMD4",0.00892857142857143,0.000792658730158737,0.0236111111111111,"No"
"TIMP1",0.00892857142857143,0.000595238095238095,0.0234126984126984,"No"
"TIMP3",0.00793650793650794,0,0.0261904761904762,"No"
"TIMP4",0.00357142857142857,0,0.0146825396825397,"No"
"TINAGL1",0.0174975198412698,0.00418311838624339,0.035515873015873,"No"
"TJAP1",0.00535714285714286,0,0.0212301587301587,"No"
"TLR3",0.00178571428571429,0,0.0146825396825397,"No"
"TMPRSS15",0.00654761904761904,0,0.0182549603174602,"No"
"TMPRSS5",0.00674603174603174,0,0.0244047619047619,"No"
"TMSB10",0.0234126984126984,0.00833333333333333,0.0478184523809522,"Yes"
"TNC",0.0117063492063492,0.00138888888888889,0.028968253968254,"No"
"TNF",0.0236111111111111,0.00714285714285714,0.044643849206349,"Yes"
"TNFAIP8",0.00396825396825397,0,0.0232142857142857,"No"
"TNFRSF10A",0.0172619047619048,0.0049593253968254,0.0345238095238095,"No"
"TNFRSF10B",0.014484126984127,0.00099206349206349,0.0402777777777778,"No"
"TNFRSF10C",0.00337301587301587,0,0.0142857142857143,"No"
"TNFRSF11A",0.0204365079365079,0.00634920634920635,0.0396835317460316,"Yes"
"TNFRSF11B",0.0117063492063492,0.00178571428571429,0.0271825396825397,"No"
"TNFRSF12A",0.00853174603174603,0.000595238095238095,0.0218263888888887,"No"
"TNFRSF13B",0.0109126984126984,0.00138888888888889,0.0299603174603174,"No"
"TNFRSF13C",0.0130952380952381,0.00237996031746032,0.0305555555555555,"No"
"TNFRSF14",0.00892857142857143,0,0.0273809523809524,"No"
"TNFRSF19",0.00575396825396825,0,0.0222222222222222,"No"
"TNFRSF1A",0.0156746031746032,0.00317460317460318,0.0371041666666665,"No"
"TNFRSF1B",0.0214285714285714,0.00357142857142857,0.0452380952380952,"No"
"TNFRSF21",0.00793650793650793,0,0.0361111111111111,"No"
"TNFRSF4",0.0152777777777778,0.00297619047619047,0.0408730158730159,"No"
"TNFRSF6B",0.0204365079365079,0.00476190476190476,0.0418660714285713,"No"
"TNFRSF8",0.0182539682539682,0.00436507936507936,0.0418650793650793,"No"
"TNFRSF9",0.0172619047619048,0.00376984126984127,0.040080357142857,"No"
"TNFSF10",0.00992063492063492,0.00119047619047619,0.0273809523809524,"No"
"TNFSF11",0.0130952380952381,0.00119047619047619,0.0357142857142857,"No"
"TNFSF12",0.00793650793650793,0.000396825396825395,0.0269851190476189,"No"
"TNFSF13",0.00833333333333333,0.000396825396825395,0.0224206349206349,"No"
"TNFSF13B",0.0107142857142857,0,0.0343263888888887,"No"
"TNFSF14",0.0142857142857143,0,0.0376984126984127,"No"
"TNNI3",0.0154761904761905,0.00416666666666667,0.0297619047619048,"No"
"TNR",0.00178571428571428,0,0.0172619047619048,"No"
"TNXB",0.00595238095238095,0,0.0246031746031746,"No"
"TP53",0.00634920634920635,0,0.0214285714285714,"No"
"TP53INP1",0.014484126984127,0.00178571428571429,0.0371041666666665,"No"
"TPMT",0.0107142857142857,0.00178571428571429,0.0238095238095238,"No"
"TPP1",0.0115079365079365,0.00138888888888889,0.028968253968254,"No"
"TPPP3",0.00892857142857143,0,0.025,"No"
"TPSAB1",0.00317460317460317,0,0.0226190476190476,"No"
"TPT1",0.00773809523809523,0,0.0238095238095238,"No"
