"Marker","pAUC","pAUC_low","pAUC_hi","Biomarker"
"TRAF2",0.0123015873015873,0.00238095238095238,0.0279761904761905,"No"
"TREM2",0.0162698412698413,0.00158730158730158,0.0416676587301586,"No"
"TREML2",0.00873015873015873,0,0.0426587301587301,"No"
"TRIAP1",0.0115079365079365,0.000793650793650791,0.0339285714285714,"No"
"TRIM21",0.0174603174603175,0.00178571428571429,0.0418670634920632,"No"
"TRIM5",0.0168650793650794,0.00396825396825397,0.0390882936507935,"No"
"TSHB",0.00813492063492063,0,0.0265873015873016,"No"
"TSLP",0.00654761904761904,0,0.0232142857142857,"No"
"TSPAN1",0.00952380952380952,0.000396825396825395,0.0307539682539682,"No"
"TST",0.00476190476190476,0,0.0160714285714286,"No"
"TXLNA",0.0128968253968254,0.000793650793650791,0.0418650793650793,"No"
"TXNDC15",0.00615079365079364,0,0.0376984126984127,"No"
"TXNDC5",0.0182539682539683,0.00634920634920635,0.0345238095238095,"Yes"
"TXNRD1",0.00912698412698413,0.000595238095238093,0.0283740079365078,"No"
"TYMP",0.0146825396825397,0.00198412698412698,0.0384930555555554,"No"
"TYRO3",0.00714285714285714,0,0.0222222222222222,"No"
"UBAC1",0.00595238095238095,0,0.0246031746031746,"No"
"ULBP2",0.0140873015873016,0.00178472222222223,0.0355168650793649,"No"
"UMOD",0.0128968253968254,0.00238095238095238,0.0293660714285713,"No"
"USO1",0.0115079365079365,0.00178571428571429,0.0309523809523809,"No"
"USP8",0.00932539682539682,0,0.0380952380952381,"No"
"UXS1",0.00317460317460317,0,0.0162698412698413,"No"
"VAMP5",0.00714285714285714,0,0.0277777777777778,"No"
"VASH1",0.0138888888888889,0.000793650793650791,0.0349216269841268,"No"
"VASN",0.00476190476190476,0,0.0279761904761905,"No"
"VAT1",0.00912698412698412,0.000595238095238093,0.0299603174603175,"No"
"VCAM1",0.0109126984126984,0.00178571428571429,0.0251984126984127,"No"
"VCAN",0.0142857142857143,0.00337301587301587,0.0299603174603175,"No"
"VEGFA",0.0111111111111111,0.00099206349206349,0.0327390873015871,"No"
"VEGFC",0.00396825396825397,0,0.0281746031746032,"No"
"VEGFD",0.00357142857142857,0,0.0144851190476189,"No"
"VIM",0.0196428571428571,0.00119047619047619,0.0456359126984125,"No"
"VMO1",0.00833333333333333,0.000198412698412698,0.0240079365079365,"No"
"VNN2",0.0150793650793651,0.00178571428571428,0.0335327380952379,"No"
"VPS37A",0.00753968253968253,0.000198412698412698,0.0208333333333333,"No"
"VPS53",0.0238095238095238,0.00595238095238094,0.0438492063492063,"Yes"
"VSIG4",0.0132936507936508,0.00277777777777778,0.0299603174603175,"No"
"VSIR",0.0170634920634921,0.00476190476190476,0.0359136904761903,"No"
"VSTM1",0.0115079365079365,0,0.0327380952380952,"No"
"VSTM2L",0.00456349206349206,0,0.0152777777777778,"No"
"VTA1",0.00793650793650794,0,0.0244047619047619,"No"
"VTCN1",0.00714285714285714,0,0.0240079365079365,"No"
"VWA1",0.00595238095238095,0,0.019048611111111,"No"
"VWC2",0.0134920634920635,0.00178571428571429,0.0388898809523808,"No"
"VWF",0.0101190476190476,0.000595238095238093,0.0285724206349205,"No"
"WARS",0.0107142857142857,0.00119047619047619,0.0321428571428571,"No"
"WAS",0.0148809523809524,0.00277777777777778,0.0323412698412698,"No"
"WASF1",0.00595238095238095,0,0.0208333333333333,"No"
"WASF3",0.00198412698412698,0,0.0119047619047619,"No"
"WFDC12",0.0115079365079365,0.00138888888888888,0.0285714285714286,"No"
"WFDC2",0.00575396825396825,0,0.0190486111111109,"No"
"WFIKKN1",0.00456349206349206,0,0.0140882936507935,"No"
"WFIKKN2",0.00773809523809523,0,0.0293650793650794,"No"
"WIF1",0.00376984126984127,0,0.0154771825396824,"No"
"WISP1",0.00337301587301586,0,0.0232142857142857,"No"
"WISP2",0.00178571428571429,0,0.0103174603174603,"No"
"WNT9A",0.0134920634920635,0.00257837301587302,0.0357142857142857,"No"
"WWP2",0.0182539682539682,0.00198412698412698,0.0442470238095236,"No"
"XCL1",0.0242063492063492,0.00753968253968254,0.0444444444444444,"Yes"
"XG",0.00773809523809523,0,0.026984126984127,"No"
"XPNPEP2",0.00674603174603175,0,0.0180555555555555,"No"
"XRCC4",0.00664682539682539,0,0.0253968253968254,"No"
"YES1",0.0168650793650794,0.00396825396825397,0.0351190476190476,"No"
"YTHDF3",0.00238095238095238,0,0.014484126984127,"No"
"ZBTB16",0.00436507936507936,0,0.0303571428571428,"No"
"ZBTB17",0.025,0.00277777777777777,0.0470238095238095,"No"
